IDCUSTOMER,GENDER,CITY,COUNTRY,FIRST_DEPOSIT_AMOUNT,REGISTRATION_DATE,DEPOSIT_DATE
145786151,M,Tunceli,Turkey,776.58,2022-01-30,2022-02-06
145785751,M,Tunceli,Turkey,1000.0,2022-01-30,2022-02-13
145787491,M,Gaziantep,Turkey,50.0,2022-01-30,2022-01-30
145785861,M,Tunceli,Turkey,500.0,2022-01-30,2022-02-15
145785521,M,Trabzon,Turkey,100.0,2022-01-30,2022-01-30
145783041,M,İstanbul,Turkey,100.0,2022-01-30,2022-01-30
145783231,M,İstanbul,Turkey,400.0,2022-01-30,2022-01-30
145788211,M,Antalya,Turkey,50.0,2022-01-30,2022-05-28
145785901,M,İstanbul,Turkey,50.0,2022-01-30,2022-02-04
145788621,M,Çorum,Turkey,500.0,2022-01-30,2022-02-15
145786861,M,Uşak,Turkey,70.0,2022-01-30,2022-01-30
145784801,M,Karabük,Turkey,1010.0,2022-01-30,2022-01-30
145782391,M,Antalya,Turkey,1000.0,2022-01-30,2022-01-30
145785061,M,Tunceli,Turkey,50.0,2022-01-30,2022-02-09
145788481,M,İstanbul,Turkey,100.0,2022-01-30,2022-01-30
145785151,M,Samsun,Turkey,25.0,2022-01-30,2022-02-01
145782971,M,Siirt,Turkey,1000.0,2022-01-30,2022-01-30
145786731,M,Bursa,Turkey,250.0,2022-01-30,2022-01-30
145782861,M,Ankara,Turkey,28.0,2022-01-30,2022-02-01
145781971,M,İzmir,Turkey,100.0,2022-01-30,2022-01-30
145785161,M,Ankara,Turkey,70.0,2022-01-30,2022-01-30
145785591,M,Bilecik,Turkey,100.0,2022-01-30,2022-01-30
145788071,M,Diyarbakır,Turkey,250.0,2022-01-30,2022-01-30
145785421,M,Ordu,Turkey,250.0,2022-01-30,2022-02-13
145786561,M,Edirne,Turkey,65.0,2022-01-30,2022-01-30
145783401,M,Muğla,Turkey,1000.0,2022-01-30,2022-01-30
145783881,M,İstanbul,Turkey,50.0,2022-01-30,2022-01-30
145785271,M,Bursa,Turkey,50.0,2022-01-30,2022-01-30
145786171,M,Van,Turkey,95.0,2022-01-30,2022-01-30
145781921,M,İstanbul,Turkey,21.0,2022-01-30,2022-02-02
145784411,M,Denizli,Turkey,200.0,2022-01-30,2022-02-02
145784161,M,Bursa,Turkey,100.0,2022-01-30,2022-01-30
145784561,M,Antalya,Turkey,1000.0,2022-01-30,2022-01-30
145786501,M,Diyarbakır,Turkey,100.0,2022-01-30,2022-01-30
145786691,M,İstanbul,Turkey,100.0,2022-01-30,2022-02-07
145795381,M,Diyarbakır,Turkey,207.3,2022-01-31,2022-02-03
145795941,M,Düzce,Turkey,250.0,2022-01-31,2022-02-01
145797621,M,Kocaeli,Turkey,50.0,2022-01-31,2022-02-02
145795691,M,Hatay,Turkey,55.0,2022-01-31,2022-02-01
145795471,M,İstanbul,Turkey,100.0,2022-01-31,2022-01-31
145792881,M,İstanbul,Turkey,1000.0,2022-01-31,2022-01-31
145797041,M,Manisa,Turkey,100.0,2022-01-31,2022-01-31
145794681,M,İstanbul,Turkey,500.0,2022-01-31,2022-01-31
145792551,M,Diyarbakır,Turkey,500.0,2022-01-31,2022-02-04
145793681,M,Mersin,Turkey,500.0,2022-01-31,2022-01-31
145793181,M,İstanbul,Turkey,500.0,2022-01-31,2022-01-31
145794991,M,İstanbul,Turkey,300.0,2022-01-31,2022-01-31
145790331,M,Konya,Turkey,100.0,2022-01-31,2022-04-20
145794771,M,Ankara,Turkey,1000.0,2022-01-31,2022-02-02
145797081,M,İstanbul,Turkey,100.0,2022-01-31,2022-01-31
145793141,M,Diyarbakır,Turkey,216.0,2022-01-31,2022-01-31
145796031,M,İstanbul,Turkey,50.0,2022-01-31,2022-04-02
145794591,M,Kayseri,Turkey,50.0,2022-01-31,2022-01-31
145792931,M,Muğla,Turkey,200.0,2022-01-31,2022-01-31
145791841,M,Ankara,Turkey,70.0,2022-01-31,2022-02-04
145795411,M,Aydın,Turkey,100.0,2022-01-31,2022-02-01
145798241,M,İstanbul,Turkey,250.0,2022-01-31,2022-01-31
145790191,M,Tekirdağ,Turkey,59.0,2022-01-31,2022-01-31
145792341,M,Bursa,Turkey,500.0,2022-01-31,2022-01-31
145797781,M,Diyarbakır,Turkey,100.0,2022-01-31,2022-01-31
145790201,M,Bursa,Turkey,51.0,2022-01-31,2022-02-21
145796131,M,Edirne,Turkey,100.0,2022-01-31,2022-01-31
145795551,M,İstanbul,Turkey,100.0,2022-01-31,2022-01-31
145794801,M,Antalya,Turkey,200.0,2022-01-31,2022-01-31
145794561,M,Sinop,Turkey,25.0,2022-01-31,2022-02-01
145793911,M,Malatya,Turkey,50.0,2022-01-31,2022-01-31
145792691,M,İstanbul,Turkey,50.0,2022-01-31,2022-01-31
145791971,M,İstanbul,Turkey,200.0,2022-01-31,2022-01-31
145792371,M,Konya,Turkey,50.0,2022-01-31,2022-02-01
145797331,M,Tekirdağ,Turkey,50.0,2022-01-31,2022-01-31
145792701,M,Kocaeli,Turkey,250.0,2022-01-31,2022-01-31
145798311,M,İstanbul,Turkey,300.0,2022-01-31,2022-02-15
145793421,M,İstanbul,Turkey,50.0,2022-01-31,2022-02-08
145795361,M,İstanbul,Turkey,300.0,2022-01-31,2022-05-21
145793811,M,İstanbul,Turkey,90.0,2022-01-31,2022-02-01
145794881,M,Kocaeli,Turkey,100.0,2022-01-31,2022-01-31
145798261,M,Trabzon,Turkey,300.0,2022-01-31,2022-01-31
145791361,M,Gaziantep,Turkey,50.0,2022-01-31,2022-01-31
145797931,M,İstanbul,Turkey,300.0,2022-01-31,2022-01-31
145796591,M,Konya,Turkey,1950.0,2022-01-31,2022-01-31
145794811,M,Antalya,Turkey,20.0,2022-01-31,2022-03-30
145797401,M,Konya,Turkey,200.0,2022-01-31,2022-01-31
145793781,M,İzmir,Turkey,50.0,2022-01-31,2022-01-31
145796621,M,Tekirdağ,Turkey,300.0,2022-01-31,2022-01-31
145797971,M,İstanbul,Turkey,50.0,2022-01-31,2022-02-11
145795081,M,Bursa,Turkey,50.0,2022-01-31,2022-01-31
145795281,M,Adana,Turkey,500.0,2022-01-31,2022-01-31
145790561,M,Eskişehir,Turkey,100.0,2022-01-31,2022-02-04
145797731,M,Hatay,Turkey,100.0,2022-01-31,2022-01-31
145794171,M,Kahramanmaraş,Turkey,950.0,2022-01-31,2022-01-31
145796351,M,Mersin,Turkey,100.0,2022-01-31,2022-01-31
145793131,M,İstanbul,Turkey,1000.0,2022-01-31,2022-01-31
145795791,M,Çankırı,Turkey,50.0,2022-01-31,2022-02-02
145791451,M,Hatay,Turkey,115.0,2022-01-31,2022-02-22
145797801,M,Ankara,Turkey,1000.0,2022-01-31,2022-01-31
145803721,M,İstanbul,Turkey,100.0,2022-02-01,2022-02-01
145802461,M,İstanbul,Turkey,300.0,2022-02-01,2022-02-01
145806421,M,Muğla,Turkey,500.0,2022-02-01,2022-02-01
145802851,M,Mardin,Turkey,1000.0,2022-02-01,2022-02-01
145801001,M,Konya,Turkey,800.0,2022-02-01,2022-02-02
145803841,M,Niğde,Turkey,100.0,2022-02-01,2022-02-01
145801031,M,Batman,Turkey,500.0,2022-02-01,2022-02-01
145803671,M,İzmir,Turkey,500.0,2022-02-01,2022-02-01
145801631,M,İzmir,Turkey,100.0,2022-02-01,2022-02-01
145804161,M,Antalya,Turkey,500.0,2022-02-01,2022-02-01
145804771,M,İzmir,Turkey,100.0,2022-02-01,2022-02-01
145800951,M,Diyarbakır,Turkey,1000.0,2022-02-01,2022-02-01
145803111,M,Aydın,Turkey,200.0,2022-02-01,2022-02-02
145798881,M,Mersin,Turkey,150.0,2022-02-01,2022-02-01
145803091,M,İstanbul,Turkey,400.0,2022-02-01,2022-02-01
145805111,M,Ordu,Turkey,100.0,2022-02-01,2022-02-01
145799301,M,Kahramanmaraş,Turkey,50.0,2022-02-01,2022-02-01
145799091,M,Mersin,Turkey,500.0,2022-02-01,2022-02-01
145801561,M,Uşak,Turkey,100.0,2022-02-01,2022-02-01
145805141,M,İstanbul,Turkey,1000.0,2022-02-01,2022-02-01
145803641,M,Kayseri,Turkey,50.0,2022-02-01,2022-02-06
145800701,M,İstanbul,Turkey,100.0,2022-02-01,2022-02-01
145800811,M,Kayseri,Turkey,100.0,2022-02-01,2022-02-02
145803171,M,Kahramanmaraş,Turkey,500.0,2022-02-01,2022-02-01
145801711,M,Tunceli,Turkey,300.0,2022-02-01,2022-02-01
145799121,M,Mersin,Turkey,500.0,2022-02-01,2022-02-01
145801691,M,Şanlıurfa,Turkey,400.0,2022-02-01,2022-02-05
145804581,M,İzmir,Turkey,50.0,2022-02-01,2022-02-01
145802521,M,İstanbul,Turkey,500.0,2022-02-01,2022-02-01
145802881,M,Malatya,Turkey,50.0,2022-02-01,2022-02-01
145803571,M,Bursa,Turkey,100.0,2022-02-01,2022-02-01
145800001,M,Kayseri,Turkey,100.0,2022-02-01,2022-02-01
145801891,M,Bursa,Turkey,70.0,2022-02-01,2022-02-01
145802141,M,Aydın,Turkey,100.0,2022-02-01,2022-02-01
145806371,M,Gaziantep,Turkey,100.0,2022-02-01,2022-02-02
145799071,M,Tekirdağ,Turkey,55.0,2022-02-01,2022-02-19
145805981,M,İstanbul,Turkey,50.0,2022-02-01,2022-02-01
145801791,M,Antalya,Turkey,1000.0,2022-02-01,2022-02-01
145803561,M,İstanbul,Turkey,50.0,2022-02-01,2022-02-01
145806131,M,Kayseri,Turkey,200.0,2022-02-01,2022-02-01
145803971,M,Sakarya,Turkey,200.0,2022-02-01,2022-02-01
145802961,M,Sakarya,Turkey,50.0,2022-02-01,2022-02-01
145804461,M,Kütahya,Turkey,50.0,2022-02-01,2022-02-02
145804061,M,İstanbul,Turkey,100.0,2022-02-01,2022-02-07
145803861,M,Diyarbakır,Turkey,500.0,2022-02-01,2022-02-01
145803261,M,İstanbul,Turkey,500.0,2022-02-01,2022-02-01
145799881,M,Gaziantep,Turkey,100.0,2022-02-01,2022-02-01
145802891,M,Tokat,Turkey,100.0,2022-02-01,2022-02-01
145799321,M,Kütahya,Turkey,100.0,2022-02-01,2022-02-01
145799641,M,Manisa,Turkey,200.0,2022-02-01,2022-02-01
145801321,M,İstanbul,Turkey,100.0,2022-02-01,2022-02-02
145802861,M,Bilecik,Turkey,300.0,2022-02-01,2022-02-01
145804851,M,İstanbul,Turkey,250.0,2022-02-01,2022-02-01
145803421,M,Kahramanmaraş,Turkey,190.0,2022-02-01,2022-02-15
145802381,M,Osmaniye,Turkey,120.0,2022-02-01,2022-02-01
145800411,M,İzmir,Turkey,100.0,2022-02-01,2022-02-01
145801851,M,İzmir,Turkey,100.0,2022-02-01,2022-02-01
145805851,M,Nevşehir,Turkey,50.0,2022-02-01,2022-02-01
145803271,M,İstanbul,Turkey,100.0,2022-02-01,2022-02-01
145798761,M,İstanbul,Turkey,97.0,2022-02-01,2022-02-06
145801281,M,Diyarbakır,Turkey,1000.0,2022-02-01,2022-02-01
145802021,M,Diyarbakır,Turkey,20.0,2022-02-01,2022-02-01
145800361,M,İstanbul,Turkey,300.0,2022-02-01,2022-02-01
145800331,M,Şanlıurfa,Turkey,100.0,2022-02-01,2022-02-01
145800921,M,İstanbul,Turkey,1000.0,2022-02-01,2022-02-01
145802281,M,Trabzon,Turkey,100.0,2022-02-01,2022-02-01
145800511,M,Bursa,Turkey,150.0,2022-02-01,2022-02-01
145800861,M,Diyarbakır,Turkey,100.0,2022-02-01,2022-02-01
145805461,M,Trabzon,Turkey,800.0,2022-02-01,2022-02-24
145804571,M,Adana,Turkey,500.0,2022-02-01,2022-02-01
145803621,M,İstanbul,Turkey,1000.0,2022-02-01,2022-02-01
145804621,M,Sakarya,Turkey,100.0,2022-02-01,2022-02-04
145804301,M,Erzurum,Turkey,75.0,2022-02-01,2022-02-15
145798971,M,Bursa,Turkey,200.0,2022-02-01,2022-02-01
145800631,M,dfagdfgadgaddfg,Turkey,70.0,2022-02-01,2022-02-01
145805011,M,Kayseri,Turkey,100.0,2022-02-01,2022-02-01
145811291,M,İstanbul,Turkey,300.0,2022-02-02,2022-02-02
145810291,M,Hatay,Turkey,1500.0,2022-02-02,2022-02-02
145809801,M,İstanbul,Turkey,100.0,2022-02-02,2022-02-02
145815311,M,İstanbul,Turkey,300.0,2022-02-02,2022-02-02
145809001,M,İstanbul,Turkey,500.0,2022-02-02,2022-02-02
145813881,M,Ankara,Turkey,500.0,2022-02-02,2022-03-24
145811431,M,Batman,Turkey,500.0,2022-02-02,2022-02-04
145808951,M,Elazığ,Turkey,500.0,2022-02-02,2022-02-02
145806941,M,Aydın,Turkey,20.0,2022-02-02,2022-05-02
145812401,M,Diyarbakır,Turkey,1000.0,2022-02-02,2022-02-02
145811071,M,Hatay,Turkey,200.0,2022-02-02,2022-02-02
145809761,M,İstanbul,Turkey,250.0,2022-02-02,2022-03-14
145809061,M,İzmir,Turkey,100.0,2022-02-02,2022-02-02
145813661,M,Muğla,Turkey,100.0,2022-02-02,2022-02-07
145808811,M,Antalya,Turkey,500.0,2022-02-02,2022-02-02
145810141,M,İstanbul,Turkey,100.0,2022-02-02,2022-02-03
145809691,M,Kocaeli,Turkey,100.0,2022-02-02,2022-02-06
145808201,M,Aydın,Turkey,1000.0,2022-02-02,2022-02-02
145807641,M,İstanbul,Turkey,150.0,2022-02-02,2022-02-02
145808711,M,Batman,Turkey,300.0,2022-02-02,2022-02-02
145809991,M,Bursa,Turkey,50.0,2022-02-02,2022-02-02
145810801,M,Ankara,Turkey,100.0,2022-02-02,2022-02-02
145808701,M,İstanbul,Turkey,100.0,2022-02-02,2022-02-06
145811871,M,Ankara,Turkey,100.0,2022-02-02,2022-02-02
145807951,M,Burdur,Turkey,59.0,2022-02-02,2022-02-02
145812551,M,Ankara,Turkey,70.0,2022-02-02,2022-02-03
145813261,M,Ağrı,Turkey,500.0,2022-02-02,2022-02-02
145808921,M,Samsun,Turkey,25.0,2022-02-02,2022-02-02
145808271,M,İstanbul,Turkey,350.0,2022-02-02,2022-02-02
145815271,M,Rize,Turkey,200.0,2022-02-02,2022-02-03
145814751,M,İstanbul,Turkey,500.0,2022-02-02,2022-02-02
145811761,M,Bursa,Turkey,100.0,2022-02-02,2022-02-02
145806511,M,Antalya,Turkey,100.0,2022-02-02,2022-02-02
145808241,M,Aydın,Turkey,100.0,2022-02-02,2022-02-03
145807291,M,Aydın,Turkey,100.0,2022-02-02,2022-02-02
145809561,M,İstanbul,Turkey,100.0,2022-02-02,2022-02-03
145815771,M,İstanbul,Turkey,120.0,2022-02-02,2022-02-03
145809321,M,Tekirdağ,Turkey,100.0,2022-02-02,2022-02-02
145811111,M,Diyarbakır,Turkey,300.0,2022-02-02,2022-02-02
145812951,M,Antalya,Turkey,100.0,2022-02-02,2022-02-02
145814531,M,İstanbul,Turkey,100.0,2022-02-02,2022-02-02
145814191,M,Trabzon,Turkey,100.0,2022-02-02,2022-02-02
145811021,M,Manisa,Turkey,100.0,2022-02-02,2022-02-02
145812921,M,Çanakkale,Turkey,300.0,2022-02-02,2022-02-02
145814811,M,Antalya,Turkey,25.0,2022-02-02,2022-02-02
145812481,M,Ankara,Turkey,100.0,2022-02-02,2022-02-02
145809481,M,Aydın,Turkey,100.0,2022-02-02,2022-05-15
145809681,M,Kastamonu,Turkey,1000.0,2022-02-02,2022-02-02
145812711,M,İstanbul,Turkey,100.0,2022-02-02,2022-02-03
145811351,M,Eskişehir,Turkey,300.0,2022-02-02,2022-02-02
145811931,M,Muğla,Turkey,300.0,2022-02-02,2022-02-02
145808751,M,Yalova,Turkey,47.0,2022-02-02,2022-03-01
145809301,M,Isparta,Turkey,250.0,2022-02-02,2022-02-02
145811861,M,İstanbul,Turkey,200.0,2022-02-02,2022-02-02
145812701,M,Gaziantep,Turkey,100.0,2022-02-02,2022-02-02
145810651,M,Ankara,Turkey,250.0,2022-02-02,2022-02-02
145814181,M,Bursa,Turkey,50.0,2022-02-02,2022-02-03
145810411,M,İstanbul,Turkey,50.0,2022-02-02,2022-02-02
145812201,M,Adana,Turkey,950.0,2022-02-02,2022-02-02
145807481,M,Kayseri,Turkey,25.0,2022-02-02,2022-02-02
145814851,M,Bitlis,Turkey,50.0,2022-02-02,2022-02-02
145810591,M,Sakarya,Turkey,200.0,2022-02-02,2022-02-02
145809141,M,İstanbul,Turkey,500.0,2022-02-02,2022-02-02
145808821,M,Aydın,Turkey,50.0,2022-02-02,2022-02-02
145814091,M,Erzincan,Turkey,100.0,2022-02-02,2022-02-02
145815741,M,Malatya,Turkey,100.0,2022-02-02,2022-02-26
145818621,M,Rize,Turkey,50.0,2022-02-03,2022-02-04
145817971,M,Diyarbakır,Turkey,100.0,2022-02-03,2022-02-03
145820391,M,Diyarbakır,Turkey,100.0,2022-02-03,2022-02-03
145821701,M,Erzurum,Turkey,200.0,2022-02-03,2022-02-03
145819961,M,Isparta,Turkey,110.0,2022-02-03,2022-02-03
145820171,M,Konya,Turkey,500.0,2022-02-03,2022-02-03
145819651,M,Diyarbakır,Turkey,500.0,2022-02-03,2022-02-11
145817701,M,İstanbul,Turkey,500.0,2022-02-03,2022-02-03
145816831,M,Karaman,Turkey,100.0,2022-02-03,2022-02-03
145821051,M,Kocaeli,Turkey,100.0,2022-02-03,2022-02-03
145822941,M,İstanbul,Turkey,500.0,2022-02-03,2022-02-03
145818811,M,Aydın,Turkey,100.0,2022-02-03,2022-02-03
145820331,M,Bolu,Turkey,100.0,2022-02-03,2022-02-03
145818591,M,Malatya,Turkey,300.0,2022-02-03,2022-02-03
145821111,M,Bayburt,Turkey,100.0,2022-02-03,2022-02-03
145823201,M,Samsun,Turkey,100.0,2022-02-03,2022-02-03
145820201,M,İstanbul,Turkey,140.0,2022-02-03,2022-02-03
145821161,M,Diyarbakır,Turkey,70.0,2022-02-03,2022-02-12
145816321,M,Diyarbakır,Turkey,200.0,2022-02-03,2022-02-03
145817531,M,Erzincan,Turkey,50.0,2022-02-03,2022-02-03
145820241,M,İstanbul,Turkey,200.0,2022-02-03,2022-02-03
145815921,M,Çanakkale,Turkey,70.0,2022-02-03,2022-02-03
145821821,M,Antalya,Turkey,150.0,2022-02-03,2022-02-03
145818691,M,Bursa,Turkey,250.0,2022-02-03,2022-02-03
145819111,M,İstanbul,Turkey,100.0,2022-02-03,2022-02-03
145821171,M,İstanbul,Turkey,100.0,2022-02-03,2022-02-03
145818831,M,Siirt,Turkey,200.0,2022-02-03,2022-02-03
145819691,M,Karaman,Turkey,200.0,2022-02-03,2022-02-03
145815931,M,Kırklareli,Turkey,100.0,2022-02-03,2022-02-03
145818111,M,Kocaeli,Turkey,50.0,2022-02-03,2022-02-03
145824511,M,İzmir,Turkey,50.0,2022-02-03,2022-02-03
145819711,M,İstanbul,Turkey,100.0,2022-02-03,2022-02-03
145823231,M,Balıkesir,Turkey,50.0,2022-02-03,2022-02-03
145818571,M,Diyarbakır,Turkey,135.0,2022-02-03,2022-02-03
145820271,M,Karaman,Turkey,50.0,2022-02-03,2022-02-03
145817171,M,Aydın,Turkey,50.0,2022-02-03,2022-02-03
145819221,M,İstanbul,Turkey,90.0,2022-02-03,2022-02-03
145818091,M,Balıkesir,Turkey,50.0,2022-02-03,2022-02-03
145823161,M,İzmir,Turkey,50.0,2022-02-03,2022-02-03
145822221,M,İstanbul,Turkey,50.0,2022-02-03,2022-02-03
145819551,M,Düzce,Turkey,300.0,2022-02-03,2022-02-03
145821851,M,Bartın,Turkey,50.0,2022-02-03,2022-02-03
145824321,M,Trabzon,Turkey,200.0,2022-02-03,2022-02-03
145822981,M,Siirt,Turkey,50.0,2022-02-03,2022-02-04
145820431,M,Antalya,Turkey,51.0,2022-02-03,2022-02-08
145821571,M,Ankara,Turkey,50.0,2022-02-03,2022-04-23
145822101,M,İzmir,Turkey,150.0,2022-02-03,2022-02-03
145819301,M,İstanbul,Turkey,50.0,2022-02-03,2022-02-03
145824221,M,Balıkesir,Turkey,500.0,2022-02-03,2022-02-04
145820751,M,Kastamonu,Turkey,100.0,2022-02-03,2022-02-03
145820561,M,Ankara,Turkey,100.0,2022-02-03,2022-02-03
145823851,M,Mersin,Turkey,200.0,2022-02-03,2022-02-03
145816381,M,Ankara,Turkey,90.0,2022-02-03,2022-02-03
145818651,M,Denizli,Turkey,74.0,2022-02-03,2022-02-03
145822071,M,Kocaeli,Turkey,195.0,2022-02-03,2022-02-04
145819891,M,Bingöl,Turkey,100.0,2022-02-03,2022-02-03
145817111,M,Çorum,Turkey,100.0,2022-02-03,2022-02-03
145823971,M,Samsun,Turkey,200.0,2022-02-03,2022-02-03
145822231,M,Antalya,Turkey,100.0,2022-02-03,2022-02-03
145818011,M,Kars,Turkey,100.0,2022-02-03,2022-02-03
145819851,M,Trabzon,Turkey,100.0,2022-02-03,2022-02-03
145821651,M,Şanlıurfa,Turkey,25.0,2022-02-03,2022-02-03
145820181,M,Tekirdağ,Turkey,100.0,2022-02-03,2022-02-03
145821921,M,Eskişehir,Turkey,100.0,2022-02-03,2022-02-03
145819191,M,Ankara,Turkey,60.0,2022-02-03,2022-02-03
145821641,M,Gaziantep,Turkey,50.0,2022-02-03,2022-02-03
145821331,M,Kütahya,Turkey,50.0,2022-02-03,2022-02-03
145819171,M,Adana,Turkey,50.0,2022-02-03,2022-02-03
145822461,M,İstanbul,Turkey,100.0,2022-02-03,2022-02-03
145822431,M,Kastamonu,Turkey,100.0,2022-02-03,2022-02-03
145822611,M,Bursa,Turkey,209.0,2022-02-03,2022-02-03
145822781,M,Tekirdağ,Turkey,100.0,2022-02-03,2022-02-19
145819471,M,Diyarbakır,Turkey,500.0,2022-02-03,2022-02-03
145823621,M,Hatay,Turkey,160.0,2022-02-03,2022-02-04
145821681,M,Ankara,Turkey,100.0,2022-02-03,2022-02-04
145819401,M,Ankara,Turkey,350.0,2022-02-03,2022-02-03
145819161,M,İstanbul,Turkey,100.0,2022-02-03,2022-02-03
145824111,M,Kayseri,Turkey,250.0,2022-02-03,2022-02-08
145821321,M,Gaziantep,Turkey,50.0,2022-02-03,2022-02-07
145819621,M,İstanbul,Turkey,50.0,2022-02-03,2022-02-03
145820761,M,İstanbul,Turkey,100.0,2022-02-03,2022-02-27
145832151,M,Antalya,Turkey,100.0,2022-02-04,2022-02-05
145827831,M,Van,Turkey,300.0,2022-02-04,2022-02-04
145833691,M,Kozan/Adana,Turkey,100.0,2022-02-04,2022-02-04
145828631,M,Konya,Turkey,200.0,2022-02-04,2022-02-04
145831381,M,Antalya,Turkey,50.0,2022-02-04,2022-02-04
145828931,M,Bursa,Turkey,50.0,2022-02-04,2022-03-19
145827901,M,Mersin,Turkey,1000.0,2022-02-04,2022-02-04
145830871,M,Bilecik,Turkey,50.0,2022-02-04,2022-02-05
145828811,M,Bursa,Turkey,50.0,2022-02-04,2022-02-04
145833661,M,Batman,Turkey,3995.0,2022-02-04,2022-02-05
145830491,M,İstanbul,Turkey,50.0,2022-02-04,2022-05-31
145833441,M,Çanakkale,Turkey,100.0,2022-02-04,2022-02-04
145827581,M,Mersin,Turkey,1000.0,2022-02-04,2022-02-04
145833021,M,İstanbul/bahçelievler,Turkey,200.0,2022-02-04,2022-02-04
145832131,M,Ankara,Turkey,1000.0,2022-02-04,2022-02-04
145825201,M,Karaman,Turkey,100.0,2022-02-04,2022-02-04
145829551,M,Diyarbakır,Turkey,100.0,2022-02-04,2022-02-12
145830011,M,Diyarbakır,Turkey,50.0,2022-02-04,2022-02-04
145833751,M,İstanbul,Turkey,2193.13,2022-02-04,2022-02-04
145830341,M,Diyarbakır,Turkey,500.0,2022-02-04,2022-02-04
145832091,M,İstanbul,Turkey,50.0,2022-02-04,2022-02-04
145829891,M,Kayseri,Turkey,50.0,2022-02-04,2022-03-18
145829201,M,İzmir,Turkey,50.0,2022-02-04,2022-02-05
145831941,M,Gaziantep,Turkey,100.0,2022-02-04,2022-02-05
145830051,M,Gaziantep,Turkey,100.0,2022-02-04,2022-02-07
145834421,M,Bursa,Turkey,50.0,2022-02-04,2022-02-05
145830421,M,Diyarbakır,Turkey,300.0,2022-02-04,2022-02-04
145829751,M,Aydın,Turkey,70.0,2022-02-04,2022-02-04
145826611,M,Gaziantep,Turkey,100.0,2022-02-04,2022-02-04
145827961,M,Kahramanmaraş,Turkey,50.0,2022-02-04,2022-02-06
145833521,M,Eskişehir,Turkey,50.0,2022-02-04,2022-02-04
145834441,M,Düzce,Turkey,50.0,2022-02-04,2022-02-05
145828061,M,Bursa,Turkey,50.0,2022-02-04,2022-02-05
145825191,M,Kocaeli,Turkey,1500.0,2022-02-04,2022-02-04
145828821,M,Bursa,Turkey,50.0,2022-02-04,2022-02-04
145827971,M,Zonguldak,Turkey,200.0,2022-02-04,2022-02-04
145829571,M,Gaziantep,Turkey,99.0,2022-02-04,2022-02-05
145830901,M,İzmir,Turkey,400.0,2022-02-04,2022-02-12
145832851,M,Gaziantep,Turkey,50.0,2022-02-04,2022-02-04
145834211,M,Bursa,Turkey,436.0,2022-02-04,2022-02-05
145831711,M,İstanbul,Turkey,100.0,2022-02-04,2022-02-04
145831481,M,Van,Turkey,250.0,2022-02-04,2022-02-04
145827931,M,Muğla,Turkey,100.0,2022-02-04,2022-02-09
145832281,M,İstanbul,Turkey,59.0,2022-02-04,2022-02-04
145829221,M,Adana,Turkey,500.0,2022-02-04,2022-02-04
145828471,M,Bursa,Turkey,100.0,2022-02-04,2022-04-05
145827911,M,Eskişehir,Turkey,50.0,2022-02-04,2022-02-28
145826751,M,Sakarya,Turkey,150.0,2022-02-04,2022-02-05
145827401,M,Bursa,Turkey,500.0,2022-02-04,2022-02-04
145830691,M,İstanbul,Turkey,50.0,2022-02-04,2022-02-04
145828481,M,Gaziantep,Turkey,100.0,2022-02-04,2022-02-22
145830681,M,Denizli,Turkey,50.0,2022-02-04,2022-02-05
145824741,M,Samsun,Turkey,1000.0,2022-02-04,2022-02-04
145834041,M,Düzce,Turkey,50.0,2022-02-04,2022-02-04
145828231,M,İstanbul,Turkey,300.0,2022-02-04,2022-02-04
145826031,M,Bursa,Turkey,70.0,2022-02-04,2022-03-16
145830251,M,Bursa,Turkey,50.0,2022-02-04,2022-02-05
145827761,M,Erzurum,Turkey,100.0,2022-02-04,2022-02-04
145828831,M,Adana,Turkey,50.0,2022-02-04,2022-02-04
145831581,M,İstanbul,Turkey,250.0,2022-02-04,2022-02-04
145830441,M,Adana,Turkey,945.0,2022-02-04,2022-02-04
145834121,M,Afyonkarahisar,Turkey,100.0,2022-02-04,2022-02-05
145826201,M,Ankara,Turkey,100.0,2022-02-04,2022-02-04
145827891,M,Eskişehir,Turkey,54.0,2022-02-04,2022-02-04
145832981,M,İstanbul,Turkey,200.0,2022-02-04,2022-02-04
145830301,M,Ankara,Turkey,500.0,2022-02-04,2022-02-04
145832941,M,Bursa,Turkey,50.0,2022-02-04,2022-02-06
145828171,M,İstanbul,Turkey,50.0,2022-02-04,2022-02-07
145828501,M,Aydın,Turkey,60.0,2022-02-04,2022-02-04
145830471,M,Sakarya,Turkey,100.0,2022-02-04,2022-02-04
145833871,M,İstanbul,Turkey,250.0,2022-02-04,2022-02-06
145828521,M,Konya,Turkey,50.0,2022-02-04,2022-02-04
145831311,M,İzmir,Turkey,100.0,2022-02-04,2022-02-04
145833501,M,Bursa,Turkey,100.0,2022-02-04,2022-02-04
145827941,M,Yalova,Turkey,50.0,2022-02-04,2022-02-04
145830381,M,İstanbul,Turkey,50.0,2022-02-04,2022-02-04
145830151,M,Diyarbakır,Turkey,300.0,2022-02-04,2022-02-04
145831741,M,Kayseri,Turkey,50.0,2022-02-04,2022-04-22
145831181,M,Manisa,Turkey,100.0,2022-02-04,2022-02-04
145831691,M,Çorum,Turkey,100.0,2022-02-04,2022-02-04
